epoch,train_loss,test_loss,accuracy
1,2.121457969898458,1.976070874056239,25.76
2,1.9286645227076147,1.8592997273062444,29.49
3,1.8063108625314426,1.7487973103857344,33.83
4,1.7238330641366026,1.6888919886510083,36.83
5,1.6800639848879841,1.659735687978708,37.9
6,1.6440547969944947,1.6273700325352372,39.28
7,1.6055291153280937,1.579210830342238,41.52
8,1.5732732633190691,1.5570087364524792,42.09
9,1.5448485579332123,1.5293231268597256,43.22
10,1.517168785757421,1.4975839428081634,44.6
11,1.493780672702643,1.4758556435821921,45.53
12,1.4714979261083676,1.4553546419568881,46.11
13,1.4499601022056912,1.435354799222035,47.03
14,1.4258340293794032,1.406742830185374,47.92
15,1.4040691282438196,1.4040967180470751,48.13
16,1.3831801191925088,1.365626410314232,49.81
17,1.360477084165339,1.343177088506662,50.47
18,1.3412540046607746,1.3318667920531742,51.16
19,1.3221578181857039,1.324907627075341,50.76
20,1.3039349816034518,1.3051589241453037,52.23
21,1.2863284719874486,1.2852576287688724,53.3
22,1.26846015590536,1.2797303754053297,53.43
23,1.2552918983085075,1.2633045296760121,53.72
24,1.2373494784088086,1.2403811239133216,55.06
25,1.223021213889427,1.2275042203581257,55.04
26,1.208955237398977,1.2475626817934073,55.01
27,1.1956910991760166,1.221069263424843,55.89
28,1.1830548560223006,1.20252842052727,56.77
29,1.169585938801241,1.1909839397023438,57.03
30,1.1565151393718427,1.174128284120256,57.83
31,1.1454412321300458,1.1681339190264417,57.76
32,1.133445088820689,1.1679561229268456,57.74
33,1.1222762921277214,1.179325462906224,57.83
34,1.1128732857039518,1.1562133966737491,58.45
35,1.1013010991808703,1.1369465247840638,59.34
36,1.0913714721532124,1.1250787802562592,59.74
37,1.0822741153752407,1.120692355617596,59.53
38,1.0703796774834928,1.1140696311452587,59.92
39,1.0639470957429207,1.1060146290785189,60.29
40,1.0541523618771291,1.1193151530946137,60.01
41,1.0431375964675718,1.0903330247872953,60.84
42,1.035250089357576,1.0978278221598097,60.79
43,1.02369672471605,1.0926213985795428,60.93
44,1.0170107051692046,1.074885582088665,61.69
45,1.0066847163240622,1.0686640040889668,61.73
46,1.0013100023159895,1.071309084725228,61.84
47,0.9899305239357912,1.062811280891394,61.92
48,0.9806259256189741,1.0696842977955083,62.05
49,0.9749182524431087,1.0519177226503944,62.65
50,0.9659490862770763,1.0477433933573923,63.0
51,0.9593390146332323,1.044431258538726,62.89
52,0.9496472660842759,1.0320558377132294,63.46
53,0.9396583142945224,1.0464120867905344,62.97
54,0.9324587922724311,1.0297786141656766,63.46
55,0.9241440131536225,1.040611779234212,62.97
56,0.9181521123327563,1.02151997529777,63.58
57,0.910040567445633,1.0130701463693266,64.18
58,0.9018576567435204,1.0116991620914193,64.44
59,0.8908181931737744,1.0213691132843115,63.99
60,0.8855509801441447,1.0333432729836483,63.47
61,0.878011821176085,1.0048272283213913,64.32
62,0.8679526868226278,1.0271332298114801,64.25
63,0.8653964575599221,1.0022233694222322,64.62
64,0.8517751979553486,0.995415831447407,65.01
65,0.8466905425576603,0.9884433267982142,65.35
66,0.8367218515452217,0.986796430341757,65.61
67,0.8277309951193802,0.9942397646083954,65.28
68,0.8231554284425038,0.9901851480174216,65.19
69,0.8132880157445703,0.9965236714691114,65.29
70,0.8075253927265592,0.9937082468324406,65.68
71,0.7976840201317502,1.000889064020412,64.88
72,0.7887217740878425,1.0159687415050094,65.08
73,0.7806573355060709,0.9734704631149389,66.08
74,0.7726592559110174,0.9731525585150264,65.77
75,0.7637843484692561,0.9689960849892562,66.51
76,0.757775353691767,0.9788246561007895,66.01
77,0.7481137094519023,0.9817721031274006,66.69
78,0.7384483762409376,0.9696640499458191,66.75
79,0.7309173950758736,0.959162342320582,66.83
80,0.723497447683988,0.9745809166294754,66.69
81,0.714603533410965,0.9807696465853672,66.51
82,0.7031821691242935,0.9669709086038505,67.29
83,0.6948792558649312,0.9697332613787074,66.9
84,0.6858586792064749,1.027088769681894,65.29
85,0.6766030717155208,0.979220794264678,66.53
86,0.6703564796758734,0.9927229161854763,66.97
87,0.6618150559913777,0.9802205125997021,67.05
88,0.6503785318120971,0.9805385540625092,67.22
89,0.6408086089069581,0.9972080165033887,67.38
90,0.6304614838126981,1.0016057312868203,66.61
91,0.621000623306655,0.996633936645119,67.19
92,0.6117115901101886,1.0137848863556127,67.35
93,0.6022017104241549,1.0049490647710813,66.99
94,0.5912032425403595,1.003889438452994,67.39
95,0.5808046404510507,1.0125279980859938,67.68
96,0.5718045179801219,1.0408673745811365,67.19
97,0.5631198297299997,1.0369943120297354,67.55
98,0.5516349593620471,1.0323934331061735,68.21
99,0.5414936310037628,1.0586096353971275,67.21
100,0.5287112395476807,1.0688498952206533,67.4
