epoch,train_loss,test_loss,accuracy
1,2.3030190800157047,2.30302385919413,10.0
2,2.3031852766680903,2.3027548015497294,10.0
3,2.3031002645907193,2.3026736891193753,10.0
4,2.3031546584785443,2.302789624329585,10.0
5,2.303127281196282,2.3027559951612147,10.0
6,2.303096440746961,2.302822949780021,10.0
7,2.3030555748268773,2.3026881157212955,10.0
8,2.1129357304109635,1.9608135724523266,26.24
9,1.8755697085119574,1.805846675945695,31.62
10,1.7822154835057076,1.7477538555291048,33.22
11,1.7346082037062291,1.6971202071305294,35.16
12,1.6881986438770733,1.6495565996048556,37.07
13,1.64295029563977,1.6159789068683696,38.79
14,1.6060164865020596,1.577962087977464,40.22
15,1.570375962330557,1.53835556005976,41.88
16,1.5378985682411876,1.5159113801968325,42.8
17,1.5119734231163473,1.4957210531659946,43.77
18,1.4902452413383347,1.4718921336398763,44.66
19,1.4693612572177293,1.4541799543769496,45.56
20,1.4511239046940718,1.45469259228676,45.66
21,1.4328911238924011,1.4432005229269622,46.35
22,1.4128872980851956,1.397102062109929,47.91
23,1.3956209432590954,1.395925329748992,48.04
24,1.3750895373809062,1.359164398187285,49.47
25,1.356536032827309,1.3556357736040832,49.99
26,1.3373621275357883,1.3296319382965185,50.92
27,1.3197014842496808,1.3387249169076325,50.94
28,1.30427264443139,1.3037286123652367,52.24
29,1.2861619815802026,1.2790448961743883,53.23
30,1.2741871260468611,1.2609711202086917,53.62
31,1.2577597093399224,1.2862410013842736,52.93
32,1.2434834478151462,1.2410041929050615,54.51
33,1.2240366332061456,1.2363637427615513,54.77
34,1.2093904036695085,1.2096874524073995,55.83
35,1.1968053800370686,1.2013522701658261,55.95
36,1.1800649415349107,1.2094040573782223,55.82
37,1.1654963302795234,1.1850662284595952,56.5
38,1.1502650295529524,1.179217025352891,57.13
39,1.1385325807744584,1.151800044782602,58.3
40,1.1213026976646365,1.1551946576233882,58.23
41,1.108338520273833,1.1324573872954982,59.2
42,1.0966065237131875,1.1072256660005848,60.0
43,1.0805374594295727,1.0968750012908013,60.16
44,1.065186356110951,1.0885714087516638,61.0
45,1.0534177100871835,1.0674836347057561,61.47
46,1.0372380493851878,1.0788647464126537,61.52
47,1.026813475524678,1.058983925801174,61.44
48,1.01485364036182,1.047011211419561,61.98
49,1.0022767865291946,1.0487365202539285,62.74
50,0.9889248542468566,1.0245758503865285,62.87
51,0.9779592702913162,1.0172471559731064,63.01
52,0.9649083736302603,1.0394904119953228,63.05
53,0.9521525604340731,1.0158675062428615,63.45
54,0.9409743301246477,1.0032903844383871,63.64
55,0.9327755137477689,0.9978456626272505,64.28
56,0.9195566127824661,0.9785317493851777,65.01
57,0.9104608556117548,0.9846685411064489,64.82
58,0.9007241470200936,0.9894880003230587,64.69
59,0.887664623425135,0.9676890627593752,65.57
60,0.8763204028691782,0.9754522173268021,65.37
61,0.8644054806445871,0.9621465103641437,65.33
62,0.8597270366938218,0.9532854883534134,65.8
63,0.847747597929157,0.974916447499755,65.2
64,0.8339130158543282,0.9319998098027175,66.78
65,0.8253751960404389,0.9892449192940049,64.98
66,0.8116571897893305,1.0062293660868504,65.4
67,0.8060646978638056,0.9232492112809685,67.6
68,0.7971721746198966,0.9378400152655924,66.94
69,0.7902226594784071,0.9365931681007337,67.57
70,0.7767630163818369,0.9268733612291372,67.87
71,0.7634192313760748,0.9094564170594428,68.25
72,0.7592792596734698,0.9345773192727642,67.28
73,0.7485940834064313,0.934092908148553,67.46
74,0.7371477905060629,0.9092538520029396,68.4
75,0.7227300098332603,0.942236892356994,66.92
76,0.714678928560918,0.9184737746502943,68.58
77,0.706437829091116,0.9025088271517663,68.66
78,0.694256151842949,0.9276480266622676,68.27
79,0.6843571721211724,0.9193061263697921,68.64
80,0.672870064139976,0.8944398886079241,69.13
81,0.6627336429131915,0.9295360544684587,68.6
82,0.6549299652390468,0.8939687605876072,69.57
83,0.6406461497401947,0.8785524954841395,70.31
84,0.6319392756809055,0.8896099353671834,69.38
85,0.621925584609856,0.9049450468485523,69.49
86,0.6144082808814695,0.9466764520687662,67.95
87,0.5940702484391839,0.9438150661766149,69.47
88,0.5878260530093137,0.8883834560965277,70.55
89,0.5708067603504566,0.9052024434326561,70.16
90,0.5671151674083431,0.9160338351680974,69.77
91,0.5538713541786994,0.926564842272716,69.99
92,0.5387943169421248,0.9460998429993915,69.73
93,0.5270064841107944,0.9060811248554546,71.08
94,0.5182461557562089,0.8948129149758892,70.69
95,0.502216573471151,0.9083017456303736,70.64
96,0.49242739642367644,0.9569256203189777,71.02
97,0.483353305541341,1.0025194291096584,69.4
98,0.46523844387830066,0.9620928485302409,70.36
99,0.4573537176260558,0.9524182796857918,70.8
100,0.4351006308594323,0.9677855175012237,71.12
