epoch,train_loss,test_loss,accuracy
1,2.134893949989163,2.0237144748116753,25.31
2,1.9920720537300305,1.935287028361278,27.37
3,1.8986013033201017,1.8417554091496073,30.4
4,1.8018537590570767,1.7423037131121204,34.01
5,1.7097391926723977,1.6715496087529857,37.19
6,1.6609173866793931,1.6370396659632398,39.16
7,1.6251517238519382,1.6016782112182326,40.63
8,1.5950802105771915,1.5829250668264498,41.78
9,1.5714454298738934,1.5540674355379336,42.91
10,1.5510793059988095,1.5369595433496366,43.26
11,1.534216542073223,1.519728164004672,44.15
12,1.5182234827819687,1.5066064877115237,44.45
13,1.4998429193521094,1.4885959245596723,45.09
14,1.4825710247239798,1.4844026489622275,45.33
15,1.465882740667104,1.4577358839618173,46.6
16,1.4485095068621818,1.433817472427514,47.39
17,1.4313753821965678,1.4358536263180386,47.24
18,1.4105389163927045,1.4126879371655214,48.37
19,1.3925321542698403,1.3867586015895674,48.97
20,1.3738325166580316,1.3655716006163579,49.8
21,1.3562627047529001,1.3624824756270002,50.01
22,1.3390746892565657,1.3351308957786316,51.12
23,1.3211210033167964,1.30989811374883,52.31
24,1.3049001933821023,1.294729668623323,52.76
25,1.2859742200130697,1.2902553263743213,52.89
26,1.2711048011889543,1.2742997240868343,53.7
27,1.2541543377939697,1.2524044323878682,54.66
28,1.2376307653039313,1.2430159142062922,55.26
29,1.2219361084349014,1.248642070657888,54.48
30,1.2083693148230044,1.2114425472393158,56.2
31,1.1940889560505556,1.2092004019743319,56.37
32,1.1797221014109414,1.1937642647961901,56.77
33,1.1665122937363432,1.1910314305572753,56.77
34,1.1539094339856102,1.1764912620471542,57.46
35,1.1406475954196031,1.159134796850241,58.01
36,1.12814123246371,1.16673961566512,58.01
37,1.117014584105338,1.145804882429208,58.94
38,1.1073001321319424,1.1377846883360747,59.18
39,1.0945024417184503,1.1254730478973145,59.88
40,1.0828855699285522,1.118552232244212,59.91
41,1.0741011160413931,1.1169886182827555,59.69
42,1.0635552322468185,1.0966652768432714,60.79
43,1.0536243349237515,1.0897704647604827,61.42
44,1.0423986991805494,1.0905708196056876,61.26
45,1.032013059881947,1.0775201719277983,61.74
46,1.0248500076706146,1.0783219960085146,61.44
47,1.0142906331802573,1.066357321420293,62.23
48,1.0045890331725635,1.0601118772652498,62.54
49,0.99371570287763,1.0529647101262571,62.68
50,0.9885236162816167,1.0681390492779435,62.4
51,0.975729060294988,1.0334580882339721,63.29
52,0.9682364571277443,1.0390021520055783,63.26
53,0.9612009858383852,1.0291138614059254,63.7
54,0.9508753630053967,1.0203623953898242,63.79
55,0.9423455499169772,1.0174629316208468,64.05
56,0.9319679871239626,1.010241968236911,64.27
57,0.9245862699378177,1.0036523964754336,64.57
58,0.9166002905429782,1.0124953499265537,64.49
59,0.9083433209935112,1.0055108438631533,64.51
60,0.9022298622924043,0.9929838681676585,65.01
61,0.8908044918418845,0.9903129688493765,64.98
62,0.8828604921050693,0.983356338018065,65.55
63,0.8772329405293136,0.9894185688844912,65.36
64,0.8689216398979391,0.9875054963075431,65.1
65,0.8607702337567459,0.9809864660736861,65.97
66,0.8523719149934667,0.9810310154204156,65.49
67,0.8453587664057837,0.9571212120116896,66.51
68,0.8395746923087503,0.9570580986654682,66.51
69,0.8317969873966768,0.96575563538606,66.16
70,0.8223198182747492,0.9492964497797048,67.11
71,0.8141651541909294,0.9505084308849019,67.14
72,0.8055078988642339,0.949876254910876,67.24
73,0.8008563819977329,0.9596519360117092,66.57
74,0.7947061550053184,0.948002494444513,67.15
75,0.7884761200993872,0.9525801630536462,66.94
76,0.7780026754226221,0.9523241136484085,67.02
77,0.7713243221611623,0.9333736437141515,67.87
78,0.7650578270482895,0.923371171495717,68.17
79,0.7586692599079493,0.9395972615594317,67.23
80,0.7506036277088668,0.9451135203337214,67.77
81,0.7443210129314066,0.9307629750792388,67.64
82,0.7385996638432794,0.9204915811301796,68.12
83,0.7281532018157222,0.9529410285554873,67.5
84,0.7226794806816389,0.9241600769340612,68.53
85,0.7146138845730925,0.9178772335219535,68.4
86,0.7115644934156057,0.9250468995161117,68.2
87,0.7023096780871492,0.9270268847608263,68.45
88,0.6942578406666245,0.9243464849557087,68.61
89,0.6904990093787308,0.9178931014552997,68.6
90,0.682585056442434,0.920454253057006,68.6
91,0.6744733250811886,0.9209783204421875,68.65
92,0.6689199032762166,0.9289474903018611,68.58
93,0.6617550271779985,0.9262988713516551,68.79
94,0.6521578439894844,0.9254894364791312,68.04
95,0.6455196290827163,0.9200183314502619,69.25
96,0.6387212952155896,0.9343758901213385,68.1
97,0.6336331932288607,0.9498334527015686,68.48
98,0.625569512929453,0.9384199437821746,68.78
99,0.6186925656807697,0.9283648454079962,69.03
100,0.6132341292508118,0.9202349060659956,69.05
