network,dataset,activation,param,mean_train_loss,std_train_loss,mean_test_loss,std_test_loss,mean_accuracy,std_accuracy
VGG11,CIFAR10,zailu,0.0,0.5768677285355527,0.02127282300749921,0.8929427059592716,0.012817923443002206,70.9,0.31822423959633195
VGG11,CIFAR10,zailu,0.25,0.6372612700679317,0.020607796717479792,0.9312520101128615,0.010124365917592242,68.94666666666666,0.14613540144522089
VGG11,CIFAR10,zailu,0.5,0.6455006424931511,0.034799698085583655,0.9317509711041826,0.024692750382908312,69.26,0.29473151624260957
VGG11,CIFAR10,zailu,1.0,0.30349434818338067,0.11013040846845142,1.5365955403466136,0.3045958932789506,65.39999999999999,0.39098167049961235
VGG11,CIFAR10,zailu,2.0,0.24489186643785577,0.045197698829864234,1.4840646327933942,0.14230339133327333,67.23333333333333,0.6498375865467391
VGG11,CIFAR10,zailu,5.0,0.24605618597009082,0.03515940116516639,1.1792943681058359,0.09713625791206576,72.18666666666667,0.3865517070486428
VGG11,CIFAR10,zailu,1000.0,0.02938812980831152,0.004913213419407828,2.157757069502667,0.12556594733551563,70.58666666666666,1.0020756236709647
