epoch,train_loss,test_loss,accuracy
1,2.133303811787949,2.0032712236331527,25.96
2,1.984999919029148,1.929957740625758,28.0
3,1.9000818668424015,1.8392351660758826,29.62
4,1.7768771749018404,1.7329546144813488,34.0
5,1.7130726126148879,1.685757046292542,36.55
6,1.6706128149386257,1.64935061506405,38.11
7,1.6353457224033678,1.6127810409873913,40.0
8,1.6078819387099321,1.5903101293904007,41.1
9,1.5822977528852575,1.5655885357765635,41.93
10,1.55696656667363,1.544555143945536,42.84
11,1.5325572597401222,1.5190645053887823,44.12
12,1.5051362061744455,1.4930350332503106,44.92
13,1.4801053156328323,1.4637132814735363,46.01
14,1.454211871947169,1.43891359894139,47.16
15,1.4310058458991672,1.41778749493277,47.69
16,1.4068900980912815,1.3936776264457946,48.8
17,1.3835455805749235,1.3740630726905385,49.37
18,1.3598812891699164,1.353900170629951,50.24
19,1.3354952187489366,1.3378842492012462,51.19
20,1.3128318703540451,1.3046358163189735,52.3
21,1.292810244176089,1.2898404772873897,52.42
22,1.2705029852859808,1.2682681873345831,53.89
23,1.2528947256410214,1.261132174996054,54.32
24,1.2356335872884296,1.242269970049524,54.95
25,1.215390862482588,1.2158764634922052,55.57
26,1.1979394225055908,1.2102999641637133,55.98
27,1.1841154743338485,1.1890956459531359,56.98
28,1.1709075765231687,1.1866545381060072,57.09
29,1.1551576175195786,1.1951445242401901,56.94
30,1.141806360400851,1.1578507172833583,57.59
31,1.1276755637067664,1.1503985186291348,58.59
32,1.1144731838989745,1.1402698895733827,58.75
33,1.1040099202214604,1.13634253839019,59.19
34,1.090143503587874,1.1312945124450002,59.21
35,1.0808569061024416,1.127040511863247,59.49
36,1.0697134612009043,1.1054979832309066,60.22
37,1.058583432984779,1.0920362707915579,60.95
38,1.0495556182111316,1.0847344098577074,61.31
39,1.0382240262940108,1.0777392189973478,62.08
40,1.0291927694664587,1.0745662948128525,61.58
41,1.0202533137005614,1.0682061675247874,62.26
42,1.009350600145052,1.0587163552357133,62.47
43,1.0021753046671142,1.0582983129343408,62.43
44,0.9891190628718842,1.0430091425871393,62.88
45,0.9835686459565711,1.0405232120471395,63.36
46,0.9739921942086476,1.0432700624891147,62.81
47,0.9652956458918579,1.0274299052870197,63.73
48,0.95848760999682,1.054609501058129,62.36
49,0.9484255799399618,1.0286537917556278,63.43
50,0.9399044603642905,1.0091723545341735,64.24
51,0.9322098162015686,1.0211239297678516,64.02
52,0.923772229677271,1.0061554035563378,64.41
53,0.9141989944078733,0.9955500721172162,64.99
54,0.9051501121362457,1.0122630683479794,64.69
55,0.8974293689517414,0.9934898892026038,64.97
56,0.8894058029974818,0.9997966528698138,64.4
57,0.8807702475344129,0.9861928239749496,65.17
58,0.8734855665956311,0.9790759037254723,65.62
59,0.8652431432091062,0.9782900601435619,65.62
60,0.8583673778397348,0.9636616182934706,66.44
61,0.8469374208803981,0.9716087598709544,65.84
62,0.8424245092036474,0.9661028612950805,66.12
63,0.8297487890628903,0.9550981259649727,66.61
64,0.8247428927046564,0.9598537691079887,66.52
65,0.814064271462238,0.9628902802801436,66.21
66,0.8051836674323167,0.9432647831880363,67.26
67,0.7996660639410433,0.9500727505440925,67.15
68,0.7897407121746741,0.9437593775949661,66.8
69,0.7855039920724566,0.9409528120308165,67.05
70,0.774878991839221,0.9324376611572922,67.58
71,0.7703397348332588,0.9304960943331384,67.56
72,0.7592301337081758,0.942637571293837,67.67
73,0.7525763399232074,0.9580778164468753,67.26
74,0.7469269121089555,0.9211216107675224,68.36
75,0.7386159077096168,0.9414786373733715,67.43
76,0.7331556980795872,0.9255389290250791,68.53
77,0.7230690374703663,0.9474544847846791,67.75
78,0.7149803101482903,0.9235942563053908,68.6
79,0.7080522376253172,0.9292042232622766,68.63
80,0.7025209457215751,0.9142571283373863,68.5
81,0.6926294733648715,0.9167786779677033,68.48
82,0.6865812969939483,0.9137276244011654,68.7
83,0.6787816044848288,0.9141624319325586,69.11
84,0.6714148880804286,0.9173599405653158,69.17
85,0.6641773451548403,0.9199116400852325,69.24
86,0.6587589941823574,0.9057535813872222,69.52
87,0.6456802266333109,0.9207007892572197,69.21
88,0.639694648363706,0.9276847057281785,68.87
89,0.6359232486132771,0.9140010460926469,69.37
90,0.625948616953762,0.9279402697541911,69.07
91,0.6192396242752709,0.9186755084687737,69.19
92,0.6132023695408536,0.9151695533922524,69.85
93,0.6031666688068443,0.9067464833426627,69.81
94,0.5968768291766077,0.9067985123130167,69.71
95,0.5890293795510632,0.9025606120088298,70.57
96,0.5781621747195264,0.9427489811068128,69.46
97,0.5741191188926282,0.9330535054586495,69.7
98,0.5670150596924755,0.9122040583069917,70.44
99,0.5594801865041713,0.9247073751346321,69.96
100,0.5517691733206019,0.9350340119592703,69.49
