epoch,train_loss,test_loss,accuracy
1,2.137305278150017,2.005260728726721,25.56
2,1.984512814627889,1.9310150738734349,27.56
3,1.8930108361232005,1.8475606107408074,29.86
4,1.7927332759818153,1.739045261577436,33.97
5,1.715740315139751,1.68310300939402,36.8
6,1.672847994148274,1.6485754851323025,38.88
7,1.6357163442370226,1.6104147457013465,39.99
8,1.6015045712975895,1.5754713723613958,41.79
9,1.570860222629879,1.5549518074958948,42.24
10,1.5433531330369623,1.5288864503240889,43.55
11,1.5183152225621217,1.5043306046990073,44.63
12,1.496397587496911,1.4899192630865012,45.04
13,1.477573557430521,1.4661364524987093,46.36
14,1.4559811807959282,1.443339035769177,46.79
15,1.4356221270073406,1.4242506999119071,47.87
16,1.4146070567238362,1.4003624065666442,48.4
17,1.3943335664699146,1.3825463246388041,48.98
18,1.3765772335669573,1.3670858532000498,50.07
19,1.3584775077107618,1.3588191802334633,50.16
20,1.3399976920288847,1.331865021377612,51.13
21,1.3249027011796946,1.333188285493547,51.03
22,1.3085466348149282,1.3106657517184117,51.93
23,1.2922605373670377,1.295094085347121,52.37
24,1.2793819825057788,1.2855397538774331,53.17
25,1.265743964392206,1.2733519908728872,53.92
26,1.2521455672848256,1.2732022750149867,53.7
27,1.2383766558469105,1.2439958179832264,54.73
28,1.2254593324325884,1.2391297733707793,55.27
29,1.2124360347038035,1.2240560001628413,56.0
30,1.2020457246724296,1.2169504712341697,56.33
31,1.189936296866678,1.2049420942926103,56.12
32,1.1784388935931809,1.2115951271573449,56.28
33,1.1657808458103853,1.185084699065822,57.0
34,1.1558538249996313,1.190521915247486,56.64
35,1.1448776183073477,1.1806656004516942,57.48
36,1.1331060658330503,1.188548727399984,57.13
37,1.1208844225272498,1.1613001660176903,58.19
38,1.1114949044364189,1.1438077247826157,59.03
39,1.0990316399070612,1.1408721341448984,58.84
40,1.090283510325205,1.1284960398248807,59.7
41,1.0791460537087276,1.123376261276804,59.35
42,1.0662050111519406,1.1277506233780248,59.26
43,1.0545291873195288,1.1161156520722018,59.87
44,1.0438990903937297,1.1003581513265135,60.89
45,1.0347381007031102,1.0997592476522846,60.55
46,1.026905370261663,1.0823728601643994,61.49
47,1.0144226588404086,1.0812495255925854,61.9
48,1.006027057728804,1.0772363076544111,61.5
49,0.99463460184729,1.074768132464901,61.67
50,0.985456567438667,1.070123178184412,61.83
51,0.9773622289338075,1.0607021815457922,62.4
52,0.9668226221485821,1.0576326858465839,62.7
53,0.9575519794240936,1.0535477604835657,62.51
54,0.9456803558580101,1.0492825261346854,63.03
55,0.9341777975830581,1.0421448057624185,63.29
56,0.9240272716640512,1.052802977668252,62.87
57,0.9179681055533612,1.0417326540703986,63.49
58,0.906199865405212,1.0364009536755312,63.65
59,0.8981721323088306,1.030883988377395,63.47
60,0.8881447289301001,1.0242962529704829,63.55
61,0.8776509468360325,1.0223684982889016,64.13
62,0.8687133799733409,1.0281002289929968,63.73
63,0.8614433326989489,1.007988483662818,64.32
64,0.849092484130274,1.0116497008663834,64.21
65,0.8423575955583616,1.0166494223722227,64.09
66,0.8327229174659075,1.0248828587258698,63.97
67,0.8234563388330552,1.0121735854513327,64.59
68,0.8136364856491918,1.0050431273545428,64.4
69,0.8023766141260982,1.0010541313013452,64.61
70,0.791642287198235,1.01265697190716,64.62
71,0.7823844545180231,0.9971868289504081,64.99
72,0.7745982841076449,1.0072104767629295,64.53
73,0.7655959188785699,0.9802466710661627,65.85
74,0.7531271079921966,0.9870521206005364,65.41
75,0.7424242349003282,0.985620311491049,65.64
76,0.7349433271247713,1.0047558329667254,65.16
77,0.7246909835149565,1.0298275788118885,65.06
78,0.7153278181848624,1.0127071305445046,65.07
79,0.7051607588749103,1.0175491989038552,65.07
80,0.69517341092267,1.0068668639583953,65.3
81,0.6841063153027268,0.9996053944727418,66.04
82,0.6732752152416103,1.0156395518855683,65.31
83,0.662008138683141,1.0028670597228275,66.13
84,0.6549865995602839,1.0337083578869035,65.43
85,0.6419476950183853,1.025162134200904,65.6
86,0.6322251035048224,1.0241793223247406,66.02
87,0.6210014638693436,1.050184314417991,65.17
88,0.61041216697077,1.0175717279409906,66.34
89,0.5970953367555233,1.0674985544696736,65.49
90,0.5891198037606676,1.044369123164256,65.91
91,0.5762226302605455,1.059784438579705,65.72
92,0.5634604442264418,1.0454427474623273,66.8
93,0.5581799635420674,1.0622233871821385,66.56
94,0.5414593720527561,1.0720369599427386,65.83
95,0.5300154067823649,1.1276986393958899,65.0
96,0.5204694392469228,1.0885310140764637,66.81
97,0.5101057587720245,1.1027473640290035,66.3
98,0.4939668194755264,1.1135744116488535,66.38
99,0.4830829541549048,1.1296430837576557,65.79
100,0.4741082099240149,1.1560699833426507,66.01
