epoch,train_loss,test_loss,accuracy
1,2.3030615801091696,2.3029603487367085,10.0
2,2.3030878384704785,2.302802052467492,10.0
3,2.3031668041063393,2.302714533107296,10.0
4,2.3030543366966345,2.30279812691318,10.0
5,2.303056092213487,2.3028504453646907,10.0
6,2.3032062620762974,2.302827318762518,10.0
7,2.3032052056563783,2.3027489610538363,10.0
8,2.164982365220404,1.9493034705994234,26.17
9,1.8579645280338004,1.7747913211773916,32.35
10,1.7584477975545332,1.7272467719521492,33.6
11,1.7043007228075695,1.6694547423891202,36.21
12,1.6611498562271332,1.6378612161441972,37.48
13,1.621857738098525,1.659567624140697,36.78
14,1.590095176721168,1.5641177566188156,40.62
15,1.5628203235928664,1.5748913910738223,40.31
16,1.5371432828781244,1.509985206233468,42.92
17,1.5127937319638478,1.4948014096849283,43.06
18,1.4917143267743729,1.4679732687154394,44.27
19,1.4696874083460445,1.4638798654459084,44.91
20,1.448365439691812,1.4369947781228716,46.18
21,1.4270449012441708,1.4143972313328155,46.79
22,1.4056484821202504,1.4438041813054663,45.83
23,1.3850084259686872,1.3896253131757117,48.11
24,1.3689026893557186,1.3694940600425574,49.39
25,1.3530782216497699,1.3338018329280197,50.65
26,1.3348101561941454,1.3255393839186165,51.08
27,1.3174868795420507,1.3043182776991729,51.9
28,1.301386598430936,1.295948451491678,52.11
29,1.285121669016226,1.2901872722965897,52.05
30,1.2695386920438703,1.262888938758024,53.34
31,1.2533828359278267,1.2519458456403891,53.96
32,1.2365588490920298,1.2231466246258682,55.49
33,1.2205492011878802,1.2140307327744309,55.48
34,1.2030797089304766,1.1939073155640036,56.36
35,1.187677302552611,1.2062795279891627,56.44
36,1.1732787313821065,1.1696664163261463,57.88
37,1.1588153945820412,1.207748900173576,56.04
38,1.1443488230485745,1.1547672080386215,58.33
39,1.1278356383066348,1.1810388276531438,57.28
40,1.1146121578448265,1.1316840375304982,59.3
41,1.1012747880747862,1.1375606340967166,58.99
42,1.0894088661274337,1.1150141419119137,60.12
43,1.0759504580741648,1.114794760372988,59.94
44,1.0634730198346745,1.0870812193603272,60.87
45,1.0508916840681335,1.0777621159128323,61.2
46,1.0386080008638485,1.0864737569146854,60.91
47,1.0275524854660034,1.0552614798211748,62.13
48,1.014236820323388,1.0569124274952397,62.51
49,1.003289111130073,1.0928684423683555,61.17
50,0.9907851104083878,1.0540964823619576,62.69
51,0.9781253089380386,1.033286446978332,63.47
52,0.9687565068530914,1.0369647411024494,63.12
53,0.9563867677660549,1.0169451684708808,63.88
54,0.9452665997740558,1.0109195526997754,63.74
55,0.9347088718048447,1.0114802372683385,64.02
56,0.9238788861295452,0.9958838539518369,64.58
57,0.9107388892899388,1.0167297299500484,64.6
58,0.9009761368984457,0.981614623100135,65.21
59,0.8926215639047306,0.9802054337635162,65.18
60,0.8762494789822327,0.9905300778188523,64.96
61,0.8694971436658478,0.976915869363554,65.54
62,0.8567744906982193,0.964549551723869,66.14
63,0.8489870855113124,0.9862191920067854,65.47
64,0.837728184697878,0.9565037636999871,66.73
65,0.8273125831657053,0.9586107977636301,66.12
66,0.8152666011887133,0.9429013797431994,67.04
67,0.8088406113255054,0.9313910459257235,67.34
68,0.7969741061367952,0.9471143153822346,66.98
69,0.7867159089621376,0.9299400095727034,67.69
70,0.7770065233454375,0.9254057612388756,67.43
71,0.7673906496418711,0.9327542766643937,67.34
72,0.75468908261765,0.9087075670813299,68.64
73,0.7448770142424747,0.9340198127327451,67.58
74,0.7357941080847055,0.9178790165360566,67.89
75,0.725472985745391,0.9044486565195071,68.89
76,0.716491857110082,0.9164177547594544,68.29
77,0.7024619577409666,0.8966112634178939,68.95
78,0.6936996531913348,0.9376579363634632,68.28
79,0.6867579374548114,0.9181761289857755,68.69
80,0.6750725722678786,0.9247977297017529,68.55
81,0.6648424414112745,0.9201149524776799,68.99
82,0.6504505383007971,0.9425208318005701,69.0
83,0.6407235473241952,0.9093373774722883,69.51
84,0.6305160645176383,0.9209677432752719,69.11
85,0.6227531748278367,0.9186053069154169,69.36
86,0.6094560792379062,0.903057561558523,70.31
87,0.5984929728386043,0.963578186217387,68.78
88,0.5841699043655639,0.9259296471525909,69.72
89,0.5765060700876329,0.9542054887030534,69.4
90,0.5630740154048671,0.9393333756619957,69.42
91,0.5478568094237076,0.9314151719497268,70.18
92,0.5406517958854471,0.9456564470840867,69.86
93,0.5287039327956832,0.9563835851705758,69.96
94,0.513590860244868,0.9636440068293529,70.09
95,0.5039569803554079,0.9986942421858478,69.67
96,0.49419950112662353,0.9889581032619355,69.39
97,0.47955306486019394,0.9954104740528544,69.46
98,0.4655035223688006,1.0157089730736557,69.92
99,0.4595432932991201,1.000650038764735,69.69
100,0.43611713279696074,1.0580299705456777,70.15
